id,station_name,code,longitude,latitude,elevation,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
43466,COLOMBO,3,79.87,6.9,7,2017,10,26.2,24.9,26.3,24.8,25.5,24.2,23.9,25.5,25.8,25.3,24.7,23.9,24.1,25.2,24.4,24.8,27.3,27.5,26.9,24.1,25,24.8,26.4,25.7,25.1,24.1,25.4,25.7,24.4,24.2,24.9
43466,COLOMBO,3,79.87,6.9,7,2017,11,24.2,25.3,24.5,24.8,23.9,24.5,23.7,23.9,23.2,24.9,25,24.7,25.3,26.5,23.6,24.7,23.8,25.7,23.3,23.9,23.2,24,24.2,25.1,25.2,23.7,24.5,24.5,24.8,23.5,
43466,COLOMBO,3,79.87,6.9,7,2017,12,23.5,23.4,22.9,24.1,23.9,24.2,24,24.1,22.2,22.4,24.9,25.3,24.5,24,22.6,24,24.1,23.8,23.4,24.6,23.8,23.3,23.7,23.4,23.5,23.9,25.1,23.9,23.4,24.1,23.5
43466,COLOMBO,3,79.87,6.9,7,2018,1,23.3,23.8,24,22.4,21.6,22.4,20.8,20.5,22.6,24.3,24.1,25.1,23.2,24.1,23,22.3,22,20.5,22.6,22.1,22.1,22.6,23.4,22.9,21.3,22.4,23.2,24.2,23.3,24.8,24.5
43466,COLOMBO,3,79.87,6.9,7,2018,2,23.8,22.6,23.6,23.9,23.3,24.1,24.4,24.4,23.8,24.4,24.2,25.1,24.4,23.9,24.4,24.8,24.2,22.5,23.3,21.8,22.1,22.6,23.2,24.5,25.8,24.9,23.3,23.9,,,
43466,COLOMBO,3,79.87,6.9,7,2018,3,,,,24.3,24.3,25,24.6,24.9,25.5,23.9,24.2,25.3,24.7,24.4,24,26.2,26.7,25.1,26.1,24.5,26.5,25.6,28.1,25.3,25.5,25.5,23.7,24.7,25.2,26.5,27.3
43466,COLOMBO,3,79.87,6.9,7,2018,4,26.7,25.7,24.3,24.5,26.1,25.8,24.5,23.8,25.5,23.7,24.5,23.7,24.3,23.7,24.5,25.6,24.7,25.4,24.2,26.2,25.6,25.7,26,25.9,26.1,24.3,25.3,24.5,24.2,25.6,
43466,COLOMBO,3,79.87,6.9,7,2018,5,27.1,27.5,24,25.2,26.2,25.5,26.5,25.4,25.5,26,25.4,25.8,24.3,26,25.3,26.4,25.1,24.9,24.1,25.3,25.5,24.8,26.8,23.7,24.7,25.5,25.1,24.9,26.9,27.2,28.1
43466,COLOMBO,3,79.87,6.9,7,2018,6,26.9,25.6,27,25.9,25.8,27.1,25.4,26.3,27.4,27.6,26.7,27.6,27.9,25.5,25,25.6,25.1,25.6,25.5,27,25.3,25.1,26.9,24.3,25.6,27.3,27.1,26.8,26.1,26.3,
43466,COLOMBO,3,79.87,6.9,7,2018,7,27.2,26.7,26.9,27.6,27.6,27.5,27.6,27.6,27.5,25,23.4,23.9,26.8,26.3,26.3,25.7,26.1,26.2,26.2,26,26.6,26.6,26.6,26.7,26.7,26.7,26.5,26.6,26.7,26.9,25.9
43466,COLOMBO,3,79.87,6.9,7,2018,8,26.2,25.5,26.8,26.9,26.9,26.7,26.5,23.6,23.5,25.9,26.7,26.4,26.4,26,23.9,24.3,24.2,25.6,25.6,25.9,25.9,26,26,26,25.7,25.9,25.8,25.5,26,26.1,26.4
43466,COLOMBO,3,79.87,6.9,7,2018,9,26,24.5,26.1,25.6,25.6,26.3,27,26.6,24.7,25.4,25.9,25.6,26.5,26.4,26.1,26,27.3,24.7,27.3,27.6,25.8,24.5,25.1,23.4,24,24.7,25.2,25.4,25,24.6,
