HCHO Reading,Location,Current Date,Next Date
0.00021394095367596302,Kurunegala Proper,2019-04-23,2019-04-24
0.0001655682962151846,Kurunegala Proper,2019-04-24,2019-04-25
0.0004791311803273857,Kurunegala Proper,2019-04-25,2019-04-26
0.00015144795179367065,Kurunegala Proper,2019-04-26,2019-04-27
0.0001340202702666862,Kurunegala Proper,2019-04-27,2019-04-28
0.00019330940487097904,Kurunegala Proper,2019-04-28,2019-04-29
0.0001340202702666862,Kurunegala Proper,2019-04-29,2019-04-30
0.0001340202702666862,Kurunegala Proper,2019-04-30,2019-05-01
0.00015750819496264105,Kurunegala Proper,2019-05-01,2019-05-02
0.0001803331106202677,Kurunegala Proper,2019-05-02,2019-05-03
0.0001340202702666862,Kurunegala Proper,2019-05-03,2019-05-04
0.0002185603449485414,Kurunegala Proper,2019-05-04,2019-05-05
8.02505700569093e-05,Kurunegala Proper,2019-05-05,2019-05-06
0.0001420565734228215,Kurunegala Proper,2019-05-06,2019-05-07
0.00016501232196064518,Kurunegala Proper,2019-05-07,2019-05-08
0.00014602771523159627,Kurunegala Proper,2019-05-08,2019-05-09
0.00014932882958527567,Kurunegala Proper,2019-05-09,2019-05-10
0.00020577181665172245,Kurunegala Proper,2019-05-10,2019-05-11
0.00016410327750091499,Kurunegala Proper,2019-05-11,2019-05-12
0.0001183245679523513,Kurunegala Proper,2019-05-12,2019-05-13
0.00013296117546708006,Kurunegala Proper,2019-05-13,2019-05-14
7.061668788806564e-05,Kurunegala Proper,2019-05-14,2019-05-15
0.00010999835996254973,Kurunegala Proper,2019-05-15,2019-05-16
0.00014039193757000868,Kurunegala Proper,2019-05-16,2019-05-17
9.796423680909052e-05,Kurunegala Proper,2019-05-17,2019-05-18
0.00016722526903820248,Kurunegala Proper,2019-05-18,2019-05-19
0.00017087345324338506,Kurunegala Proper,2019-05-19,2019-05-20
0.0001702025749611697,Kurunegala Proper,2019-05-20,2019-05-21
8.681519324789669e-05,Kurunegala Proper,2019-05-21,2019-05-22
0.0001340202702666862,Kurunegala Proper,2019-05-22,2019-05-23
0.0001317915208436206,Kurunegala Proper,2019-05-23,2019-05-24
0.00014784690510264307,Kurunegala Proper,2019-05-24,2019-05-25
5.233601288103446e-05,Kurunegala Proper,2019-05-25,2019-05-26
6.244214568722449e-05,Kurunegala Proper,2019-05-26,2019-05-27
0.00015547205356952415,Kurunegala Proper,2019-05-27,2019-05-28
0.00014783384786294968,Kurunegala Proper,2019-05-28,2019-05-29
0.0002594716110907922,Kurunegala Proper,2019-05-29,2019-05-30
0.00018395379879048186,Kurunegala Proper,2019-05-30,2019-05-31
0.00013622199727340525,Kurunegala Proper,2019-05-31,2019-06-01
0.0002902893225200317,Kurunegala Proper,2019-06-01,2019-06-02
8.689925325647776e-05,Kurunegala Proper,2019-06-02,2019-06-03
5.326767952292086e-05,Kurunegala Proper,2019-06-03,2019-06-04
-0.00012181236525066198,Kurunegala Proper,2019-06-04,2019-06-05
0.000183130856214247,Kurunegala Proper,2019-06-05,2019-06-06
0.0001107527266757357,Kurunegala Proper,2019-06-06,2019-06-07
0.0001340202702666862,Kurunegala Proper,2019-06-07,2019-06-08
0.00010162823907485461,Kurunegala Proper,2019-06-08,2019-06-09
0.00010312257570992356,Kurunegala Proper,2019-06-09,2019-06-10
7.052022641624787e-05,Kurunegala Proper,2019-06-10,2019-06-11
0.0001340202702666862,Kurunegala Proper,2019-06-11,2019-06-12
7.641586794332751e-05,Kurunegala Proper,2019-06-12,2019-06-13
9.911230747740838e-05,Kurunegala Proper,2019-06-13,2019-06-14
4.476508603528659e-05,Kurunegala Proper,2019-06-14,2019-06-15
8.874790674644237e-05,Kurunegala Proper,2019-06-15,2019-06-16
0.00010368980471823836,Kurunegala Proper,2019-06-16,2019-06-17
6.254904112252405e-05,Kurunegala Proper,2019-06-17,2019-06-18
4.044776585398717e-05,Kurunegala Proper,2019-06-18,2019-06-19
8.137699574065275e-05,Kurunegala Proper,2019-06-19,2019-06-20
6.486313851680483e-05,Kurunegala Proper,2019-06-20,2019-06-21
0.0001340202702666862,Kurunegala Proper,2019-06-21,2019-06-22
6.276923714177916e-05,Kurunegala Proper,2019-06-22,2019-06-23
3.975250153742814e-06,Kurunegala Proper,2019-06-23,2019-06-24
2.350395803767515e-05,Kurunegala Proper,2019-06-24,2019-06-25
0.0001340202702666862,Kurunegala Proper,2019-06-25,2019-06-26
0.0001340202702666862,Kurunegala Proper,2019-06-26,2019-06-27
9.21571666151843e-05,Kurunegala Proper,2019-06-27,2019-06-28
6.881439911210648e-05,Kurunegala Proper,2019-06-28,2019-06-29
4.0286492569713336e-05,Kurunegala Proper,2019-06-29,2019-06-30
9.635928192938445e-05,Kurunegala Proper,2019-06-30,2019-07-01
0.00011390549806556741,Kurunegala Proper,2019-07-01,2019-07-02
-3.141104389214888e-05,Kurunegala Proper,2019-07-02,2019-07-03
9.606986007138547e-05,Kurunegala Proper,2019-07-03,2019-07-04
0.0001960435483633681,Kurunegala Proper,2019-07-04,2019-07-05
0.0001459304130623311,Kurunegala Proper,2019-07-05,2019-07-06
0.0001095716652343981,Kurunegala Proper,2019-07-06,2019-07-07
8.79497175326613e-05,Kurunegala Proper,2019-07-07,2019-07-08
9.495055021976353e-05,Kurunegala Proper,2019-07-08,2019-07-09
5.126272274868695e-05,Kurunegala Proper,2019-07-09,2019-07-10
0.0001340202702666862,Kurunegala Proper,2019-07-10,2019-07-11
0.00010343057359623365,Kurunegala Proper,2019-07-11,2019-07-12
0.00014797186597316164,Kurunegala Proper,2019-07-12,2019-07-13
0.0001340202702666862,Kurunegala Proper,2019-07-13,2019-07-14
0.00011800378436033279,Kurunegala Proper,2019-07-14,2019-07-15
0.0001340202702666862,Kurunegala Proper,2019-07-15,2019-07-16
6.381705256895567e-05,Kurunegala Proper,2019-07-16,2019-07-17
0.0001340202702666862,Kurunegala Proper,2019-07-17,2019-07-18
0.0001340202702666862,Kurunegala Proper,2019-07-18,2019-07-19
0.0001340202702666862,Kurunegala Proper,2019-07-19,2019-07-20
0.00011851784802274778,Kurunegala Proper,2019-07-20,2019-07-21
6.974881398491561e-05,Kurunegala Proper,2019-07-21,2019-07-22
0.0001340202702666862,Kurunegala Proper,2019-07-22,2019-07-23
0.0001340202702666862,Kurunegala Proper,2019-07-23,2019-07-24
0.0001310857688385474,Kurunegala Proper,2019-07-24,2019-07-25
0.0001340202702666862,Kurunegala Proper,2019-07-25,2019-07-26
0.0002642736307096662,Kurunegala Proper,2019-07-26,2019-07-27
0.00011468193363168545,Kurunegala Proper,2019-07-27,2019-07-28
5.2299238364264276e-05,Kurunegala Proper,2019-07-28,2019-07-29
0.00015095634242049885,Kurunegala Proper,2019-07-29,2019-07-30
6.217228796589053e-05,Kurunegala Proper,2019-07-30,2019-07-31
0.00023050191752933605,Kurunegala Proper,2019-07-31,2019-08-01
0.00013953867546563195,Kurunegala Proper,2019-08-01,2019-08-02
0.0001340202702666862,Kurunegala Proper,2019-08-02,2019-08-03
7.318949563755295e-05,Kurunegala Proper,2019-08-03,2019-08-04
0.000135591277487819,Kurunegala Proper,2019-08-04,2019-08-05
0.0001340202702666862,Kurunegala Proper,2019-08-05,2019-08-06
0.000183444339199923,Kurunegala Proper,2019-08-06,2019-08-07
0.0001614629767598193,Kurunegala Proper,2019-08-07,2019-08-08
0.0001340202702666862,Kurunegala Proper,2019-08-08,2019-08-09
9.992599379822794e-06,Kurunegala Proper,2019-08-09,2019-08-10
0.0001340202702666862,Kurunegala Proper,2019-08-10,2019-08-11
0.0001340202702666862,Kurunegala Proper,2019-08-11,2019-08-12
0.00018750355229713023,Kurunegala Proper,2019-08-12,2019-08-13
0.0001340202702666862,Kurunegala Proper,2019-08-13,2019-08-14
0.00012475610256409885,Kurunegala Proper,2019-08-14,2019-08-15
0.0001454339518620082,Kurunegala Proper,2019-08-15,2019-08-16
9.525990797175922e-05,Kurunegala Proper,2019-08-16,2019-08-17
0.0001340202702666862,Kurunegala Proper,2019-08-17,2019-08-18
0.00011309424432642853,Kurunegala Proper,2019-08-18,2019-08-19
0.00017397394246234244,Kurunegala Proper,2019-08-19,2019-08-20
5.130698373615829e-06,Kurunegala Proper,2019-08-20,2019-08-21
0.0001340202702666862,Kurunegala Proper,2019-08-21,2019-08-22
0.0001340202702666862,Kurunegala Proper,2019-08-22,2019-08-23
0.0001340202702666862,Kurunegala Proper,2019-08-23,2019-08-24
0.0001340202702666862,Kurunegala Proper,2019-08-24,2019-08-25
-6.727133903549927e-05,Kurunegala Proper,2019-08-25,2019-08-26
0.0001340202702666862,Kurunegala Proper,2019-08-26,2019-08-27
0.00011351707219623137,Kurunegala Proper,2019-08-27,2019-08-28
-4.308123970986344e-05,Kurunegala Proper,2019-08-28,2019-08-29
0.00011046377139853637,Kurunegala Proper,2019-08-29,2019-08-30
2.6577396711990975e-05,Kurunegala Proper,2019-08-30,2019-08-31
6.707956752554541e-05,Kurunegala Proper,2019-08-31,2019-09-01
8.918204765018657e-05,Kurunegala Proper,2019-09-01,2019-09-02
-1.104408623759721e-05,Kurunegala Proper,2019-09-02,2019-09-03
0.0001340202702666862,Kurunegala Proper,2019-09-03,2019-09-04
6.655727948340817e-05,Kurunegala Proper,2019-09-04,2019-09-05
0.0001340202702666862,Kurunegala Proper,2019-09-05,2019-09-06
0.0001340202702666862,Kurunegala Proper,2019-09-06,2019-09-07
5.719395261656927e-05,Kurunegala Proper,2019-09-07,2019-09-08
8.98148777864881e-05,Kurunegala Proper,2019-09-08,2019-09-09
0.00013402547923861748,Kurunegala Proper,2019-09-09,2019-09-10
0.00011609632428577602,Kurunegala Proper,2019-09-10,2019-09-11
0.0001340202702666862,Kurunegala Proper,2019-09-11,2019-09-12
0.0001340202702666862,Kurunegala Proper,2019-09-12,2019-09-13
0.0001340202702666862,Kurunegala Proper,2019-09-13,2019-09-14
0.0001340202702666862,Kurunegala Proper,2019-09-14,2019-09-15
0.0001340202702666862,Kurunegala Proper,2019-09-15,2019-09-16
0.0001340202702666862,Kurunegala Proper,2019-09-16,2019-09-17
0.0001340202702666862,Kurunegala Proper,2019-09-17,2019-09-18
5.6747336202533916e-05,Kurunegala Proper,2019-09-18,2019-09-19
6.506322566497633e-05,Kurunegala Proper,2019-09-19,2019-09-20
0.0001340202702666862,Kurunegala Proper,2019-09-20,2019-09-21
9.24937068696125e-05,Kurunegala Proper,2019-09-21,2019-09-22
1.810667997470515e-05,Kurunegala Proper,2019-09-22,2019-09-23
0.0001340202702666862,Kurunegala Proper,2019-09-23,2019-09-24
0.00017492322965632703,Kurunegala Proper,2019-09-24,2019-09-25
0.0001340202702666862,Kurunegala Proper,2019-09-25,2019-09-26
0.0001340202702666862,Kurunegala Proper,2019-09-26,2019-09-27
3.371025041083115e-05,Kurunegala Proper,2019-09-27,2019-09-28
0.0004221958498841921,Kurunegala Proper,2019-09-28,2019-09-29
8.70373120955856e-05,Kurunegala Proper,2019-09-29,2019-09-30
0.00014547481625833413,Kurunegala Proper,2019-09-30,2019-10-01
6.443466264349476e-05,Kurunegala Proper,2019-10-01,2019-10-02
0.00010773025674420153,Kurunegala Proper,2019-10-02,2019-10-03
0.0001340202702666862,Kurunegala Proper,2019-10-03,2019-10-04
0.00020098988885079773,Kurunegala Proper,2019-10-04,2019-10-05
0.00025889346333105316,Kurunegala Proper,2019-10-05,2019-10-06
-1.4490360911167952e-07,Kurunegala Proper,2019-10-06,2019-10-07
6.0199268164158716e-05,Kurunegala Proper,2019-10-07,2019-10-08
6.614159004638946e-05,Kurunegala Proper,2019-10-08,2019-10-09
0.00010176361886865765,Kurunegala Proper,2019-10-09,2019-10-10
0.00016605765125464833,Kurunegala Proper,2019-10-10,2019-10-11
0.0001340202702666862,Kurunegala Proper,2019-10-11,2019-10-12
-8.908489610261065e-06,Kurunegala Proper,2019-10-12,2019-10-13
0.0001340202702666862,Kurunegala Proper,2019-10-13,2019-10-14
0.00010607914294483429,Kurunegala Proper,2019-10-14,2019-10-15
0.0002140748191416298,Kurunegala Proper,2019-10-15,2019-10-16
0.0001340202702666862,Kurunegala Proper,2019-10-16,2019-10-17
7.891319694176466e-05,Kurunegala Proper,2019-10-17,2019-10-18
0.00025093128428077955,Kurunegala Proper,2019-10-18,2019-10-19
0.0001340202702666862,Kurunegala Proper,2019-10-19,2019-10-20
0.0001340202702666862,Kurunegala Proper,2019-10-20,2019-10-21
0.0001340202702666862,Kurunegala Proper,2019-10-21,2019-10-22
0.0001340202702666862,Kurunegala Proper,2019-10-22,2019-10-23
0.0001340202702666862,Kurunegala Proper,2019-10-23,2019-10-24
0.0001340202702666862,Kurunegala Proper,2019-10-24,2019-10-25
-3.1219205748626694e-05,Kurunegala Proper,2019-10-25,2019-10-26
0.0001340202702666862,Kurunegala Proper,2019-10-26,2019-10-27
0.0001340202702666862,Kurunegala Proper,2019-10-27,2019-10-28
0.0001340202702666862,Kurunegala Proper,2019-10-28,2019-10-29
0.0001340202702666862,Kurunegala Proper,2019-10-29,2019-10-30
0.0001340202702666862,Kurunegala Proper,2019-10-30,2019-10-31
0.00010635045327944681,Kurunegala Proper,2019-10-31,2019-11-01
0.00017747683472119077,Kurunegala Proper,2019-11-01,2019-11-02
0.00018861891100717667,Kurunegala Proper,2019-11-02,2019-11-03
-7.817408913979307e-05,Kurunegala Proper,2019-11-03,2019-11-04
0.00012778779853039966,Kurunegala Proper,2019-11-04,2019-11-05
0.00018437180091659106,Kurunegala Proper,2019-11-05,2019-11-06
0.00020564283486693404,Kurunegala Proper,2019-11-06,2019-11-07
0.00019419134700781308,Kurunegala Proper,2019-11-07,2019-11-08
7.824492713224594e-05,Kurunegala Proper,2019-11-08,2019-11-09
8.715247531654315e-05,Kurunegala Proper,2019-11-09,2019-11-10
0.00025394449459648923,Kurunegala Proper,2019-11-10,2019-11-11
0.00020419400197078965,Kurunegala Proper,2019-11-11,2019-11-12
0.00021657506687333526,Kurunegala Proper,2019-11-12,2019-11-13
6.125360635138347e-05,Kurunegala Proper,2019-11-13,2019-11-14
6.395247983865537e-05,Kurunegala Proper,2019-11-14,2019-11-15
8.065719083391174e-05,Kurunegala Proper,2019-11-15,2019-11-16
0.0001340202702666862,Kurunegala Proper,2019-11-16,2019-11-17
8.94978263108342e-05,Kurunegala Proper,2019-11-17,2019-11-18
0.0001560172117360029,Kurunegala Proper,2019-11-18,2019-11-19
0.00018968638899855846,Kurunegala Proper,2019-11-19,2019-11-20
3.38817601245183e-05,Kurunegala Proper,2019-11-20,2019-11-21
6.691197564337526e-05,Kurunegala Proper,2019-11-21,2019-11-22
0.0001340202702666862,Kurunegala Proper,2019-11-22,2019-11-23
0.0001340202702666862,Kurunegala Proper,2019-11-23,2019-11-24
0.0001340202702666862,Kurunegala Proper,2019-11-24,2019-11-25
0.0001340202702666862,Kurunegala Proper,2019-11-25,2019-11-26
0.00012217431959796695,Kurunegala Proper,2019-11-26,2019-11-27
0.00011884121874388807,Kurunegala Proper,2019-11-27,2019-11-28
0.0001340202702666862,Kurunegala Proper,2019-11-28,2019-11-29
0.0001340202702666862,Kurunegala Proper,2019-11-29,2019-11-30
0.0001340202702666862,Kurunegala Proper,2019-11-30,2019-12-01
0.0002465931135161188,Kurunegala Proper,2019-12-01,2019-12-02
0.0001340202702666862,Kurunegala Proper,2019-12-02,2019-12-03
0.00014737693373089353,Kurunegala Proper,2019-12-03,2019-12-04
0.0001340202702666862,Kurunegala Proper,2019-12-04,2019-12-05
0.0001340202702666862,Kurunegala Proper,2019-12-05,2019-12-06
8.37378805377434e-05,Kurunegala Proper,2019-12-06,2019-12-07
0.0001340202702666862,Kurunegala Proper,2019-12-07,2019-12-08
-1.3191698488478e-05,Kurunegala Proper,2019-12-08,2019-12-09
0.0001340202702666862,Kurunegala Proper,2019-12-09,2019-12-10
-9.629187053943473e-05,Kurunegala Proper,2019-12-10,2019-12-11
0.0001340202702666862,Kurunegala Proper,2019-12-11,2019-12-12
0.0001002804645766393,Kurunegala Proper,2019-12-12,2019-12-13
0.00016102975591716028,Kurunegala Proper,2019-12-13,2019-12-14
0.00019605495107171713,Kurunegala Proper,2019-12-14,2019-12-15
0.00011729065213659791,Kurunegala Proper,2019-12-15,2019-12-16
3.628711080527792e-05,Kurunegala Proper,2019-12-16,2019-12-17
0.0001340202702666862,Kurunegala Proper,2019-12-17,2019-12-18
0.0001340202702666862,Kurunegala Proper,2019-12-18,2019-12-19
0.0001340202702666862,Kurunegala Proper,2019-12-19,2019-12-20
0.0001340202702666862,Kurunegala Proper,2019-12-20,2019-12-21
4.793732083930929e-05,Kurunegala Proper,2019-12-21,2019-12-22
0.0001340202702666862,Kurunegala Proper,2019-12-22,2019-12-23
7.627636617631086e-05,Kurunegala Proper,2019-12-23,2019-12-24
0.00010720197774631121,Kurunegala Proper,2019-12-24,2019-12-25
0.0001340202702666862,Kurunegala Proper,2019-12-25,2019-12-26
9.045389003546797e-05,Kurunegala Proper,2019-12-26,2019-12-27
0.00016427428743377297,Kurunegala Proper,2019-12-27,2019-12-28
0.00018058445884225794,Kurunegala Proper,2019-12-28,2019-12-29
0.00010387610185203908,Kurunegala Proper,2019-12-29,2019-12-30
2.6467721812277354e-05,Kurunegala Proper,2019-12-30,2019-12-31
0.00018072472389511402,Kurunegala Proper,2019-12-31,2020-01-01
9.633496020854536e-05,Kurunegala Proper,2020-01-01,2020-01-02
0.000112693608105766,Kurunegala Proper,2020-01-02,2020-01-03
0.00020536456540372837,Kurunegala Proper,2020-01-03,2020-01-04
0.0001507927537975754,Kurunegala Proper,2020-01-04,2020-01-05
0.0003289062851294747,Kurunegala Proper,2020-01-05,2020-01-06
0.00011166053570037196,Kurunegala Proper,2020-01-06,2020-01-07
7.794366560654974e-05,Kurunegala Proper,2020-01-07,2020-01-08
0.00010768051501942401,Kurunegala Proper,2020-01-08,2020-01-09
4.1062830019023464e-05,Kurunegala Proper,2020-01-09,2020-01-10
0.00016119261371428685,Kurunegala Proper,2020-01-10,2020-01-11
-1.399785135734852e-05,Kurunegala Proper,2020-01-11,2020-01-12
1.8748523052763486e-05,Kurunegala Proper,2020-01-12,2020-01-13
0.00014854268588903281,Kurunegala Proper,2020-01-13,2020-01-14
0.00017475335171001047,Kurunegala Proper,2020-01-14,2020-01-15
0.0003007535762718043,Kurunegala Proper,2020-01-15,2020-01-16
0.00013514552230327486,Kurunegala Proper,2020-01-16,2020-01-17
0.0001340202702666862,Kurunegala Proper,2020-01-17,2020-01-18
2.6839902862685936e-05,Kurunegala Proper,2020-01-18,2020-01-19
0.0001419667766806431,Kurunegala Proper,2020-01-19,2020-01-20
0.00011317158830951286,Kurunegala Proper,2020-01-20,2020-01-21
0.00017518883616252678,Kurunegala Proper,2020-01-21,2020-01-22
0.0001340202702666862,Kurunegala Proper,2020-01-22,2020-01-23
-4.8082885768963024e-05,Kurunegala Proper,2020-01-23,2020-01-24
0.0001981369377604726,Kurunegala Proper,2020-01-24,2020-01-25
1.7303302644902497e-05,Kurunegala Proper,2020-01-25,2020-01-26
0.00017569756614218583,Kurunegala Proper,2020-01-26,2020-01-27
0.00013870315179319607,Kurunegala Proper,2020-01-27,2020-01-28
0.0002198885377213349,Kurunegala Proper,2020-01-28,2020-01-29
5.969327432907513e-05,Kurunegala Proper,2020-01-29,2020-01-30
0.00015015519337961667,Kurunegala Proper,2020-01-30,2020-01-31
0.00022179750417869633,Kurunegala Proper,2020-01-31,2020-02-01
0.00013766473466621614,Kurunegala Proper,2020-02-01,2020-02-02
0.00010917891765454566,Kurunegala Proper,2020-02-02,2020-02-03
0.00013869743654150394,Kurunegala Proper,2020-02-03,2020-02-04
0.0003348459427343627,Kurunegala Proper,2020-02-04,2020-02-05
0.0002222889455135938,Kurunegala Proper,2020-02-05,2020-02-06
0.00028711971623830924,Kurunegala Proper,2020-02-06,2020-02-07
0.00020096604984333488,Kurunegala Proper,2020-02-07,2020-02-08
0.00020767675661505743,Kurunegala Proper,2020-02-08,2020-02-09
0.00014682967486779765,Kurunegala Proper,2020-02-09,2020-02-10
0.00020107111633431876,Kurunegala Proper,2020-02-10,2020-02-11
